1000007,2018-03-22 13:42:05.170000+09:00,3446138,93,1,3398754 3396811 3198909 3398754 3408614 3389057 3411797 3446138
1000007,2018-03-22 13:42:05.170000+09:00,1814813,83,0,3398754 3396811 3198909 3398754 3408614 3389057 3411797 1814813
1000007,2018-03-23 22:04:03.368000+09:00,1590568,71,1,3398754 3396811 3198909 3398754 3408614 3389057 3411797 3446138 3447558 1590568
1000007,2018-03-23 22:04:03.368000+09:00,3453269,64,0,3398754 3396811 3198909 3398754 3408614 3389057 3411797 3446138 3447558 3453269
1000007,2018-03-26 20:46:13.347000+09:00,3168382,78,1,3398754 3396811 3198909 3398754 3408614 3389057 3411797 3446138 3447558 1590568 3168382
1000007,2018-03-26 20:46:13.347000+09:00,3455827,71,0,3398754 3396811 3198909 3398754 3408614 3389057 3411797 3446138 3447558 1590568 3455827
1000007,2018-03-29 16:21:34.589000+09:00,3479981,22,1,3398754 3396811 3198909 3398754 3408614 3389057 3411797 3446138 3447558 1590568 3168382 3476566 3479981
1000007,2018-03-29 16:21:34.589000+09:00,3477071,19,0,3398754 3396811 3198909 3398754 3408614 3389057 3411797 3446138 3447558 1590568 3168382 3476566 3477071
1000007,2018-04-01 16:39:34.980000+09:00,3467182,38,1,3398754 3396811 3198909 3398754 3408614 3389057 3411797 3446138 3447558 1590568 3168382 3476566 3479981 3464375 3417995 3464375 3473900 3439441 1430840 3481282 3467182
1000007,2018-04-01 16:39:34.980000+09:00,3483466,31,0,3398754 3396811 3198909 3398754 3408614 3389057 3411797 3446138 3447558 1590568 3168382 3476566 3479981 3464375 3417995 3464375 3473900 3439441 1430840 3481282 3483466
1000011,2018-03-29 21:10:50.151000+09:00,3431371,60,1,3397373 3425066 3455169 3463949 3431371
1000011,2018-03-29 21:10:50.151000+09:00,3465001,58,0,3397373 3425066 3455169 3463949 3465001
1000011,2018-03-30 23:56:25.884000+09:00,3230480,22,1,3397373 3425066 3455169 3463949 3431371 3449872 3230480
1000011,2018-03-30 23:56:25.884000+09:00,3478361,13,0,3397373 3425066 3455169 3463949 3431371 3449872 3478361
1000029,2018-04-04 16:39:02.845000+09:00,3480216,69,1,3485970 1371699 3489357 3489556 3480216
1000029,2018-04-04 16:39:02.845000+09:00,3210699,62,0,3485970 1371699 3489357 3489556 3210699
1000054,2018-03-18 11:03:38.119000+09:00,3386290,84,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290
1000054,2018-03-18 11:03:38.119000+09:00,3436130,75,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3436130
1000054,2018-03-18 19:08:39.447000+09:00,3432353,24,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353
1000054,2018-03-18 19:08:39.447000+09:00,3432292,17,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432292
1000054,2018-03-20 07:16:41.882000+09:00,3424771,39,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771
1000054,2018-03-20 07:16:41.882000+09:00,3422700,32,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3422700
1000054,2018-03-20 07:17:56.368000+09:00,3436180,65,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180
1000054,2018-03-20 07:17:56.368000+09:00,3430322,58,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3430322
1000054,2018-03-20 07:18:52.758000+09:00,3439569,85,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569
1000054,2018-03-20 07:18:52.758000+09:00,3432771,82,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3432771
1000054,2018-03-20 13:16:57.175000+09:00,3439569,73,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569
1000054,2018-03-20 13:16:57.175000+09:00,3434406,63,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3434406
1000054,2018-03-20 15:55:36.240000+09:00,3439569,77,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569
1000054,2018-03-20 15:55:36.240000+09:00,3425432,68,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3425432
1000054,2018-03-21 06:36:07.469000+09:00,2915397,23,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397
1000054,2018-03-21 06:36:07.469000+09:00,3434777,13,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 3434777
1000054,2018-03-23 07:26:13.022000+09:00,3427419,24,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419
1000054,2018-03-23 07:26:13.022000+09:00,3455699,18,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3455699
1000054,2018-03-23 07:28:18.811000+09:00,3396275,59,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419 3396275
1000054,2018-03-23 07:28:18.811000+09:00,3448667,56,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419 3448667
1000054,2018-03-23 07:30:20.764000+09:00,3452970,85,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419 3396275 3452970
1000054,2018-03-23 07:30:20.764000+09:00,3448331,78,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419 3396275 3448331
1000054,2018-03-26 14:44:57.608000+09:00,3455419,25,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419 3396275 3452970 3455419
1000054,2018-03-26 14:44:57.608000+09:00,3439050,17,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419 3396275 3452970 3439050
1000054,2018-03-28 09:09:21.502000+09:00,2826861,76,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419 3396275 3452970 3455419 3131779 3474244 2826861
1000054,2018-03-28 09:09:21.502000+09:00,2887431,73,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419 3396275 3452970 3455419 3131779 3474244 2887431
1000054,2018-03-31 23:22:02.615000+09:00,3479193,76,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419 3396275 3452970 3455419 3131779 3474244 2826861 3479193
1000054,2018-03-31 23:22:02.615000+09:00,3413894,68,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419 3396275 3452970 3455419 3131779 3474244 2826861 3413894
1000054,2018-04-02 07:11:54.462000+09:00,3486506,67,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419 3396275 3452970 3455419 3131779 3474244 2826861 3479193 3486506
1000054,2018-04-02 07:11:54.462000+09:00,3489562,57,0,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419 3396275 3452970 3455419 3131779 3474244 2826861 3479193 3489562
1000054,2018-04-03 07:18:55.655000+09:00,3478207,57,1,3398333 3384031 3387193 3403463 3384031 3398690 3384031 3404780 3390685 3394137 3412023 3386290 3432353 3433045 3424771 3436180 3439569 3439569 3439569 2915397 3427419 3396275 3452970 3455419 3131779 3474244 2826861 3479193 3486506 3478207
